STRING	STRING	STRING	STRING
1020	走1次	走1次	Move
1021	走10次	走10次	Move x 10
1022	恭喜获得金币	恭喜獲得金幣	Lucky gold
1023	经过起点次数：	經過起點次數：	Start passing times:
1024	幸运骰子	幸運骰子	Lucky Dice
1025	神秘商店	神秘商店	Mystical Shop
1026	起点奖励	起點獎勵	Reward
1027	 关闭	 關閉	Close
1028	"点击骰子,选择一个你需要的点数"	"點擊骰子,選擇一個你需要的點數"	Tap dice to select a point you want
1029	当前拥有幸运骰:	當前擁有幸運骰:	Have lucky dice:
1030	选择点数	選擇點數	Select a point
1031	购买道具可获得额外积分	購買道具可獲得額外積分	Purchase item can get extra Score
1032	战力排行	戰力排行	Power Ranking
1033	精英排行	精英排行	Hard Mission Ranking
1034	等级排行	等級排行	Level Ranking
1035	关卡排行	關卡排行	Mission Ranking
1036	星数排行	星數排行	Star Ranking
1037	正在运输的仇人列表	正在運輸的仇人列表	Convoying enemy list
1038	护送货船	護送貨船	Select Ship
1039	今日还可拦截	今日還可攔截	Remaining Rob times today
1040	下次拦截时间	下次攔截時間	Next Rob time
1041	今日还可运输	今日還可運輸	Remaining Convoy times today
1042	护送剩余时间	護送剩餘時間	Remaining delivery time 
1043	未出发	未出發	No departure
1044	拦 截	攔 截	Rob 
1045	货船情况	貨船情況	Ship info
1046	玩家战力	玩家戰力	Power
1047	运输货船	運輸貨船	Freighter
1048	被截次数	被截次數	Robbed times
1049	剩余时间	剩餘時間	Remaining time
1050	拦截获得	攔截獲得	Rob earned
1051	该玩家已被截光了	該玩家已被截光了	Nothing left in this Freighter
1052	运载货物	運載貨物	Convoy Ship
1053	你连他的飞船都不敢拦截，还敢说爱他？（拦截胜利可以获得其一部分原力，拦截目标等级越高，拦截获得战利品越多）	你連他的飛船都不敢攔截，還敢說愛他？（攔截勝利可以獲得其一部分原力，攔截目標等級越高，攔截獲得戰利品越多）	"You get a part of the Force when you rob successfully. The higher the level of the target is, the more Force you get."
1054	劫掠货船	劫掠貨船	Rob Ship
1055	微型	微型	v1
1056	轻型	輕型	v2
1057	中型	中型	v3
1058	大型	大型	v4
1059	企业号	企業號	v5
1060	租用	租用	Rent
1061	当前货船：	當前貨船：	Ship:
1062	护航时间	護航時間	Convoy time
1063	护航奖励	護航獎勵	Reward
1064	启动货船	啟動貨船	Start
1065	刷新有机会开启更高级货船	刷新有機會開啟更高級貨船	Refreshing can get chances to unlock more advanced ships
1066	刷新货船	刷新貨船	Refresh
1067	战力鼓舞	戰力鼓舞	Power Encouragement
1068	当前鼓舞	當前鼓舞	Current Encouragement
1069	下次鼓舞	下次鼓舞	Next Encouragement
1070	鼓舞价格	鼓舞價格	Encouragement Price
1071	护航货船	護航貨船	Select Ship
1072	铸造	鑄造	Cast
1073	锁定	鎖定	Lock
1074	精炼阶数	精煉階數	Refine Level
1075	- 升星加成 -	- 升星加成 -	Eolve Bonus
1076	饰品培养	飾品培養	Ornament Forge
1077	扩充	擴充	Expansion 
1078	消耗金币：	消耗金幣：	Gold:
1079	提示：精炼需要吞噬未强化和精炼过的相同饰品	提示：精煉需要吞噬未強化和精煉過的相同飾品	Tips: Ornament Refine needs to consume several same original ornament
1080	等级:	等級:	Level:
1081	使用橙色质量饰品	使用橙色品質飾品	Use Epic Ornament 
1082	需要经验	需要經驗	Need Exp
1083	使用紫色质量饰品	使用紫色品質飾品	Use Rare Ornament 
1084	金币升星：	金幣升星：	Gold Consumption:
1085	钻石升星：	鑽石升星：	Diamond Consumption:
1086	提示：幸运值每日0点清零	提示：幸運值每日0點清零	Tips: The Luck point will be reset to 0 at 12 am everyday
1087	成功率:	成功率:	Success rate:
1088	幸运值:	幸運值:	Lucky value:
1089	属性累加	屬性累加	Property Accumulation
1090	获得合金	獲得合金	Gain Metal
1091	选择加成	選擇加成	Select Bonus
1092	消耗星数	消耗星數	Cost
1093	突破条件	突破條件	Evolve Requirement
1094	最高星级	最高星級	Max star
1095	(已突破至最高星级)	(已突破至最高星級)	Max
1096	突破星级	突破星級	Evolve
1097	突破	突破	Evolve
1098	对单个敌人造成	對單個敵人造成	Damage to a single enemy
1099	特性	特性	Characteristics
1100	开启星级	開啟星級	Requirement
1101	当前位置：	當前位置：	Current Location:
1102	助手时装图纸	助手時裝圖紙	Fashion Blueprint
1103	请稍等...	請稍等...	Hold on…
1109	获得金币：	獲得金幣：	Gain Gold:
1110	立即使用	立即使用	Open Now
1111	提示：伙伴长时间没有约会时{nn}心情会随机变化	提示：夥伴長時間沒有約會時{nn}心情會隨機變化	Hero's mood will change randomly without dating for a long time
1112	心情变化	心情變化	Mood changes
1113	她的心情变得更好了，战斗力更高了呢	她的心情變得更好了，戰鬥力更高了呢	"Her mood has become better, and seened more powerful"
1114	餐厅	餐廳	Restaurant
1115	广场	廣場	Square
1116	公园	公園	Park
1117	正在约会中..........	正在約會中..........	Dating...
1118	本次约会时间	本次約會時間	Current Time
1119	下次约会时间	下次約會時間	Next Time
1120	正在约会中...	正在約會中...	Dating...
1121	图书馆	圖書館	Library
1122	训练中心	訓練中心	Gym
1123	拜访完成	拜訪完成	Complete
1124	额外奖励	額外獎勵	Extra
1125	x40	x40	x40
1126	心情变得更好了	心情變得更好了	Mood has become better
1127	流星雨非常壮观XX看了很兴奋	流星雨非常壯觀XX看了很興奮	Meteor shower is spectacular. XX is very excited
1128	今日剩余次数	今日剩餘次數	Limit today
1129	击败他们有几率获得战魂和基因	擊敗他們有幾率獲得戰魂和基因	Soul and Gene are available after taking down them
1130	328元档	328元檔	Price: 328
1131	98元档	98元檔	Price: 98
1132	基金开启时间:	基金開啟時間:	Available time:
1133	活动规则说明:	活動規則說明:	Description:
1134	基金开启日期内可每日登录领取奖励，过期则无法领取	基金開啟日期內可每日登錄領取獎勵，過期則無法領取	"Within the funds available, log in to claim reward everyday"
1135	月卡基金	月卡基金	Month Card Fund
1136	活动剩余时间:	活動剩餘時間:	Countdown:
1137	活动期间启动双月卡的玩家单笔充值达到指定{nn}数额即可获得对应月卡基金，奖励可在基金开{nn}启日期内登录领取	活動期間啟動雙月卡的玩家單筆儲值達到指定{nn}數額即可獲得對應月卡基金，獎勵可在基金開{nn}啟日期內登錄領取	"During the event, players with both type of Month Card can activate the corresponding Month Card Funds when single recharge reaches certain diamonds {nn}."
1138	[B3FE13]单笔充值数等于[F98C20]648[B3FE13]时，可同时获得[F98C20]98[B3FE13]和[F98C20]328[B3FE13]两种档位月卡基金	[B3FE13]單筆儲值數等於[F98C20]648[B3FE13]時，可同時獲得[F98C20]98[B3FE13]和[F98C20]328[B3FE13]兩種檔位月卡基金	[B3FE13]Players with both type of Month Card will activate both Month Card Fund [F98C20]98[-] and Month Card Fund [F98C20]328[-] when you recharge a single number of [F98C20]648[-][-]
1139	328月卡基金	328月卡基金	328 Month Card Fund
1140	[0AF6FF]活动期间，启动双月卡的玩家任意单笔充值数{nn}等于[FFDE00]328[0AF6FF]元时即可获得[FFDE00]328[0AF6FF]元档位月基金	[0AF6FF]活動期間，啟動雙月卡的玩家任意單筆儲值數{nn}等於[FFDE00]328[0AF6FF]元時即可獲得[FFDE00]328[0AF6FF]元檔位月基金	[0AF6FF]Players with both type of Month Card will activate the Month Card Fund [F98C20]328[-] when you recharge a single number of [F98C20]328[-][-]
1141	98月卡基金	98月卡基金	98 Month Card Fund
1142	[0AF6FF]活动期间，启动双月卡的玩家任意单笔充值数{nn}等于[FFDE00]98[0AF6FF]元时即可获得[FFDE00]98[0AF6FF]元档位月基金	[0AF6FF]活動期間，啟動雙月卡的玩家任意單筆儲值數{nn}等於[FFDE00]98[0AF6FF]元時即可獲得[FFDE00]98[0AF6FF]元檔位月基金	[0AF6FF]Players with both type of Month Card will activate the Month Card Fund [F98C20]98[-] when you recharge a single number of [F98C20]98[-][-]
1143	赠送了您一点友情點	贈送了您一點友情點	Gift you 1 Friendship
1144	您已经拥有该伙伴，将转化为10个碎片	您已經擁有該夥伴，將轉化為10個碎片	"You already have owned this hero, and it will be transformed into 10 shards"
1145	1、铸造后，橙色饰品上的强化经验完全继承，但由于红色饰品强化所需经验大于橙色饰品，{nn}所以等级会有所下降。{nn}2、铸造后，精炼等阶不会发生改变。	1、鑄造後，橙色飾品上的強化經驗完全繼承，但由於紅色飾品強化所需經驗大於橙色飾品，{nn}所以等級會有所下降。{nn}2、鑄造後，精煉等階不會發生改變。	"1. After casting, fully inherit enhance EXP of Epic Ornament. {nn} Level will decline because the required EXP of Legendary Ornamentis more than Epic Ornament. {nn}2. After casting, refine level will not change"
1146	消耗钻石	消耗鑽石	Diamond
1147	活动期间，主人可花费钻石兑换指定打折物品，千万不要错过哦。	活動期間，主人可花費鑽石兌換指定打折物品，千萬不要錯過哦。	"During the event, items at a super discount is avialable. Don't miss out."
1148	任务:	任務:	Mission:
1149	12:00 -14:00	12:00 -14:00	12 am~2 pm
1150	18:00 -20:00	18:00 -20:00	6 pm~8 pm
1151	12:00 -2:00	12:00 -2:00	12 pm~2 am
1152	装	裝	Equip
1153	宝石	寶石	Gem
1154	[u] 去获取 [-]	[u] 去獲取 [-]	[u] go get
1155	宝石合成	寶石合成	Gem Synthesis
1156	先攻	先攻	Speed
1157	商店可获得宝石	商店可獲得寶石	Gem is available in shop
1158	防	防	Against
1159	战无不胜	戰無不勝	Invincible
1160	锁定消耗	鎖定消耗	Lock Consumption
1161	改造属性	改造屬性	Property Enchant
1162	极品预览	極品預覽	Preview
1163	强化等级 +100	強化等級 +100	Enhanced level +100
1164	最多可开启5条属性{nn}强化等级越高最大值越大	最多可開啟5條屬性{nn}強化等級越高最大值越大	"At most 5 propertes can be unlocked.{nn}The higher the level, the greater maximum value."
1165	提示:回收时返还所有材料	提示:回收時返還所有材料	Tip: All consumed items will be returned back after recycling
1166	财神称号	財神稱號	Wealth
1167	队形等级	隊形等級	Formation Level
1168	提高前排、中排、后排属性加成	提高前排、中排、後排屬性加成	"Increase the property of Front, Mid and Back row heros"
1169	前	前	Front
1170	中	中	Mid
1171	后	後	Back
1172	拖动头像可以调换伙伴位置	拖動頭像可以調換夥伴位置	Drag avatar to swap the position of hero
1173	前排:	前排:	Front
1174	中排:	中排:	Mid
1175	后排:	後排:	Back
1176	变更队形	變更隊形	Change formation
1177	升级队形	升級隊形	Upgrade formation
1178	队形等级:	隊形等級:	Formation level:
1179	小型体力药水	小型體力藥水	Tiny Stamina Potion
1180	使用能量药水	使用能量藥水	Use Energy Potion
1181	- 觉醒 -	- 覺醒 -	Awaken
1182	速度	速度	speed
1183	红色装备	紅色裝備	Legendary Equipment
1184	宠物证	寵物證	Pet card
1185	说明：使用刷新石或20钻石可以刷新商店	說明：使用刷新石或20鑽石可以刷新商店	Use Refresh Stone or 20 Diamond to refresh
1186	使用中	使用中	Using
1187	穿时装	穿時裝	Dress
1188	普通技能	普通技能	Active
1189	时装技能	時裝技能	Passive
1190	转变	轉變	Transform
1191	可获得伙伴	可獲得夥伴	High-quality hero Available
1192	去获得	去獲得	Go Get
1193	合成	合成	Synthesize
1194	一键合成	一鍵合成	Quick Synthesize
1195	未通关	未通關	Unfinished
1196	占卜商城	占卜商城	Augur Shop
1197	达成	達成	Completed
1198	升星	升星	Evolve
1199	一键强化	一鍵強化	Quick Enhance
1200	养成	養成	Train
1201	切换	切換	Switch
1202	绑定谷歌	綁定穀歌	Bind Google
1203	注册帐号	註冊帳號	Register Account
1204	找回帐号	找回帳號	Recover Account
1205	请填写真实的邮箱地址，邮箱是唯一可以找回帐号和密码的途径。	請填寫真實的郵箱地址，郵箱是唯一可以找回帳號和密碼的途徑。	"Make sure to input an available mail address, cause it's the only way to recover your account."
1206	注册帐号后不会影响当前游戏进度。	註冊帳號後不會影響當前遊戲進度。	Game progress will not be changed after register.
1207	邮箱	郵箱	Mail
1208	帐号	帳號	Account
1209	密码	密碼	Password
1210	确认密码	確認密碼	Confirm
1211	游客登录	遊客登錄	Guest Login
1212	游客登录，有丢失帐号的风险{nn}注册帐号，可以保证您的帐号安全	遊客登錄，有丟失帳號的風險{nn}註冊帳號，可以保證您的帳號安全	There is a risk of losing account through Guest Login.{nn}Register as soon as possible to protect your game property.
1213	输入您注册时的邮箱，我们将把帐号密码发送到您的邮箱中	輸入您註冊時的郵箱，我們將把帳號密碼發送到您的郵箱中	"Input your mail address of register, username and password will be send to the mailbox."
1214	继续登录	繼續登錄	Confirm Login
1215	喜欢我们的游戏吗？	喜歡我們的遊戲嗎？	Do you like this game?
1216	我们非常需要你的五星支持。	我們非常需要你的五星支持。	Your 5 star rating is very very significant.
1217	我们会努力做到更好的！	我們會努力做到更好的！	We will do our best to improve the game!
1218	挑战	挑戰	Raid
1219	快速挑战	快速挑戰	Quick Raid
1220	突破	突破	Breakthrough
1221	快速突破	快速突破	Quick Evolve
1222	停止	停止	Stop
1223	战斗	戰鬥	Fight
1224	快速战斗	快速戰鬥	Quick Fight
1225	一键改造	一鍵改造	Quick Enchant
1226	开始战斗	開始戰鬥	Start Fighting
1227	强化10次	強化10次	Enhance x 10
1228	V5礼物	V5禮物	V5gifts
1229	V6礼物	V6禮物	V6gifts
1230	V7礼物	V7禮物	V7gifts
1231	V8礼物	V8禮物	V8gifts
1232	已领取	已領取	Claimed
1233	未达成	未達成	Failed
1234	已赠送	已贈送	Gifted
1235	失败	失敗	FAIL
1236	提示：EX副本星数不计入星数奖励与排行榜，达成3星可扫荡副本 	提示：EX副本星數不計入星數獎勵與排行榜，達成3星可掃蕩副本	"Tips：The stars from EX Mission not counted in the star ranking, you can sweep the mission after 3 stars"
1237	已售罄	已售罄	Sold Out
1238	最高排名	最高排名	Highest Ranking
1239	道具招募概率：蓝色伙伴83.47%，紫色伙伴15.00%，橙色伙伴1.50%，红色伙伴0.03%{nn}{nn}钻石招募概率：蓝色伙伴46.52%，紫色伙伴40.02%，橙色伙伴12.01%，红色伙伴1.45%{nn}{nn}友情招募概率：蓝色伙伴67.82%，紫色伙伴25.01%，橙色伙伴6.40%，红色伙伴0.78%	道具招募概率：蓝色英雄83.47%，紫色英雄15.00%，橙色伙伴1.50%，红色伙伴0.03%{nn}{nn}钻石招募概率：蓝色英雄46.52%，紫色英雄40.02%，橙色伙伴12.01%，红色伙伴1.45%{nn}{nn}友情招募概率：蓝色英雄67.82%，紫色英雄25.01%，橙色伙伴6.40%，红色伙伴0.78%	The odds of Basic Summon: Excellent hero 83.47%. Rare hero 15.00%. Epic hero 1.50%. Legendary hero 0.03%{nn}{nn}The odds of Diamond Summon: Excellent hero 46.52%. Rare hero 40.02%. Epic hero 12.01%. Legendary hero 1.45%{nn}{nn}The odds of Friendship Summon: Excellent hero 67.82%. Rare hero 25.01%. Epic hero 6.40%. Legendary hero 0.78%
1240	抽一次	抽一次	Summon
1241	抽十次	抽十次	Summon x10
1242	友情招募：通过好友赠送获取{nn}{nn}招募概率：蓝色英雄67.82%，紫色英雄25.01%，橙色伙伴6.40%，红色伙伴0.78%{nn}	友情招募：通過好友贈送獲取{nn}{nn}招募概率：藍色英雄67.82%，紫色英雄25.01%，橙色夥伴6.40%，紅色夥伴0.78%{nn}	Gift from friend  (Tap Social -> Tap Friend){nn}{nn}The odds of Friendship Summon: Excellent hero 67.82%. Rare hero 25.01%. Epic hero 6.40%. Legendary hero 0.78%{nn}
1243	低级招募装置：完成每日任务，每日任务达到90分可以获取{nn}{nn}招募概率：蓝色英雄83.47%，紫色英雄15.00%，橙色伙伴1.50%，红色伙伴0.03%{nn}	低级招募装置：完成每日任務，每日任務達到90分可以獲取{nn}{nn}招募概率：藍色英雄83.47%，紫色英雄15.00%，橙色夥伴1.50%，紅色夥伴0.03%{nn}	"Complete daily quest, it need 90 quest score to get.(Tap Quest){nn}{nn}The odds of Basic Summon: Excellent hero 83.47%. Rare hero 15.00%. Epic hero 1.50%. Legendary hero 0.03%{nn}"
1244	"高级招募装置：完成每日任务，每日任务达到120分可以获取,或者通过钻石充值活动获取{nn}{nn}招募概率：蓝色伙伴46.52%，紫色伙伴40.02%，橙色伙伴12.01%，红色伙伴1.45%{nn}"	"高级招募装置：完成每日任務，每日任務達到120分可以獲取,或者通過鑽石充值活動獲取{nn}{nn}招募概率：藍色夥伴46.52%，紫色夥伴40.02%，橙色夥伴12.01%，紅色夥伴1.45%{nn}"	Complete daily quest or obtained from the Recharge Event{nn}{nn}The odds of Advanced Hero Summon Device: Excellent hero 46.52%. Rare hero 40.02%. Epic hero 12.01%. Legendary hero 1.45%{nn}
1245	付费直接购买超值礼包，还可以获赠VIP经验，买到就是赚到	付費直接購買超值禮包，還可以獲贈VIP經驗，買到就是賺到	This event is only shared with [total recharge]. Not counted in the single recharge.
1246	VIP经验	VIP經驗	VIP EXP
1247	选择旗帜	選擇旗幟	select nationality
1248	选择旗帜	選擇旗幟	Nationality
1249	战斗	戰鬥	COMBAT
1250	喂养	餵養	F
1251	进阶	進階	A
1252	升星	升星	E
1253	快速升星	快速升星	Quick Evolve
1254	无限商店	无限商店	Infinite shop
1255	停止挂机	停止挂机	Stop hang up
1256	挂机	挂机	hang up
