INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10087	第87章 精英自体免疫	t_map_name_10087	zero	t_map_boss_name_6	bsx_zero	87000	86000	206	t_map_image_text_6	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10088	第88章 精英医者	t_map_name_10088	阿丝奈	t_map_boss_name_22	bsx_jcmrn	88000	87000	500	t_map_image_text_22	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10089	第89章 精英梦境沦陷	t_map_name_10089	妖妄之梦	t_map_boss_name_7	bsx_yme	89000	88000	207	t_map_image_text_7	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10090	第90章 精英阴阳两隔	t_map_name_10090	幽灵公主	t_map_boss_name_8	bsx_yyz	90000	89000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10091	第91章 精英净化之地	t_map_name_10091	红白	t_map_boss_name_9	bsx_bllm	91000	90000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10092	第92章 精英灾难之财	t_map_name_10092	C.C	t_map_boss_name_10	bsx_cc	92000	91000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10093	第93章 精英声音防域	t_map_name_10093	初音战士	t_map_boss_name_11	bsx_chuyin	93000	92000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10094	第94章 精英时间使者	t_map_name_10094	狂姗	t_map_boss_name_23	bsx_sqks	94000	93000	501	t_map_image_text_23	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10095	第95章 精英醋意	t_map_name_10095	斗人	t_map_boss_name_2	bsx_dren	95000	94000	202	t_map_image_text_2	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10096	第96章 精英预防方针	t_map_name_10096	炮姐	t_map_boss_name_3	bsx_ybmq	96000	95000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10097	第97章 精英安全至上	t_map_name_10097	黑色射手	t_map_boss_name_4	bsx_heiyan	97000	96000	204	t_map_image_text_4	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10098	第98章 精英权力渗透	t_map_name_10098	波波利	t_map_boss_name_5	bsx_lbli	98000	97000	205	t_map_image_text_5	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10099	第99章 精英早有阴谋	t_map_name_10099	zero	t_map_boss_name_6	bsx_zero	99000	98000	206	t_map_image_text_6	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10100	第100章 精英新的火焰	t_map_name_10100	火女	t_map_boss_name_18	bsx_bzhw	100000	99000	404	t_map_image_text_18	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10101	第101章 精英强行搜查	t_map_name_10101	妖妄之梦	t_map_boss_name_7	bsx_yme	101000	100000	207	t_map_image_text_7	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10102	第102章 精英吃货无敌	t_map_name_10102	幽灵公主	t_map_boss_name_8	bsx_yyz	102000	101000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10103	第103章 精英吝啬鬼	t_map_name_10103	红白	t_map_boss_name_9	bsx_bllm	103000	102000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10104	第104章 精英非法探寻	t_map_name_10104	C.C	t_map_boss_name_10	bsx_cc	104000	103000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10105	第105章 精英万恶之源	t_map_name_10105	初音战士	t_map_boss_name_11	bsx_chuyin	105000	104000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10106	第106章 精英猎人训练	t_map_name_10106	魔法剑士	t_map_boss_name_16	bsx_dyhdw	106000	105000	402	t_map_image_text_16	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10107	第107章 精英临行准备	t_map_name_10107	明日少尉	t_map_boss_name_1	bsx_mrx	107000	106000	201	t_map_image_text_1	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10108	第108章 精英医者善武	t_map_name_10108	阿丝奈	t_map_boss_name_22	bsx_jcmrn	108000	107000	500	t_map_image_text_22	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10109	第109章 精英未来的帐	t_map_name_10109	狂姗	t_map_boss_name_23	bsx_sqks	109000	108000	501	t_map_image_text_23	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10110	第110章 精英复仇	t_map_name_10110	炮姐	t_map_boss_name_3	bsx_ybmq	110000	109000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10111	第111章 精英清缴	t_map_name_10111	黑色射手	t_map_boss_name_4	bsx_heiyan	111000	110000	204	t_map_image_text_4	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10112	第112章 精英狂妄	t_map_name_10112	波波利	t_map_boss_name_5	bsx_lbli	112000	111000	205	t_map_image_text_5	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10113	第113章 精英大话	t_map_name_10113	zero	t_map_boss_name_6	bsx_zero	113000	112000	206	t_map_image_text_6	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10114	第114章 精英冒失	t_map_name_10114	妖妄之梦	t_map_boss_name_7	bsx_yme	114000	113000	207	t_map_image_text_7	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10115	第115章 精英佯装	t_map_name_10115	幽灵公主	t_map_boss_name_8	bsx_yyz	115000	114000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10116	第116章 精英完美复制	t_map_name_10116	红白	t_map_boss_name_9	bsx_bllm	116000	115000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10117	第117章 精英赝品	t_map_name_10117	C.C	t_map_boss_name_10	bsx_cc	117000	116000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10118	第118章 精英终曲	t_map_name_10118	初音战士	t_map_boss_name_11	bsx_chuyin	118000	117000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10119	第119章 精英猎人考核	t_map_name_10119	魔法剑士	t_map_boss_name_16	bsx_dyhdw	119000	118000	402	t_map_image_text_16	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10120	第120章 精英全新借口	t_map_name_10120	明日少尉	t_map_boss_name_1	bsx_mrx	120000	119000	201	t_map_image_text_1	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10121	第121章 精英粗心	t_map_name_10121	炮姐	t_map_boss_name_3	bsx_ybmq	121000	120000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10122	第122章 精英错时	t_map_name_10122	黑色射手	t_map_boss_name_4	bsx_heiyan	122000	121000	204	t_map_image_text_4	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10123	第123章 精英探索	t_map_name_10123	波波利	t_map_boss_name_5	bsx_lbli	123000	122000	205	t_map_image_text_5	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10124	第124章 精英恶言	t_map_name_10124	zero	t_map_boss_name_6	bsx_zero	124000	123000	206	t_map_image_text_6	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10125	第125章 精英切磋	t_map_name_10125	阿丝奈	t_map_boss_name_22	bsx_jcmrn	125000	124000	500	t_map_image_text_22	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10126	第126章 精英私闯	t_map_name_10126	妖妄之梦	t_map_boss_name_7	bsx_yme	126000	125000	207	t_map_image_text_7	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10127	第127章 精英泄密	t_map_name_10127	幽灵公主	t_map_boss_name_8	bsx_yyz	127000	126000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10128	第128章 精英空手	t_map_name_10128	红白	t_map_boss_name_9	bsx_bllm	128000	127000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10129	第129章 精英远征	t_map_name_10129	C.C	t_map_boss_name_10	bsx_cc	129000	128000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10130	第130章 精英误会	t_map_name_10130	初音战士	t_map_boss_name_11	bsx_chuyin	130000	129000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10131	第131章 精英求知	t_map_name_10131	狂姗	t_map_boss_name_23	bsx_sqks	131000	130000	501	t_map_image_text_23	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10132	第132章 精英重训	t_map_name_10132	斗人	t_map_boss_name_2	bsx_dren	132000	131000	202	t_map_image_text_2	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10133	第133章 精英隐瞒	t_map_name_10133	炮姐	t_map_boss_name_3	bsx_ybmq	133000	132000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10134	第134章 精英佯攻	t_map_name_10134	黑色射手	t_map_boss_name_4	bsx_heiyan	134000	133000	204	t_map_image_text_4	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10135	第135章 精英假装	t_map_name_10135	波波利	t_map_boss_name_5	bsx_lbli	135000	134000	205	t_map_image_text_5	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10136	第136章 精英迷雾	t_map_name_10136	zero	t_map_boss_name_6	bsx_zero	136000	135000	206	t_map_image_text_6	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10137	第137章 精英核实	t_map_name_10137	火女	t_map_boss_name_18	bsx_bzhw	137000	136000	404	t_map_image_text_18	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10138	第138章 精英演员	t_map_name_10138	妖妄之梦	t_map_boss_name_7	bsx_yme	138000	137000	207	t_map_image_text_7	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10139	第139章 精英迷踪	t_map_name_10139	幽灵公主	t_map_boss_name_8	bsx_yyz	139000	138000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10140	第140章 精英找寻	t_map_name_10140	红白	t_map_boss_name_9	bsx_bllm	140000	139000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10141	第141章 精英承受力	t_map_name_10141	C.C	t_map_boss_name_10	bsx_cc	141000	140000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10142	第142章 精英小吉他	t_map_name_10142	初音战士	t_map_boss_name_11	bsx_chuyin	142000	141000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10143	第143章 精英醋意	t_map_name_10143	狂姗	t_map_boss_name_23	bsx_sqks	143000	142000	501	t_map_image_text_23	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10144	第144章 精英证明	t_map_name_10144	斗人	t_map_boss_name_2	bsx_dren	144000	143000	202	t_map_image_text_2	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10145	第145章 精英翻版	t_map_name_10145	炮姐	t_map_boss_name_3	bsx_ybmq	145000	144000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
