INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
50710022	37	1	0	0	0	0	30	22878096	2274871	845596	639552	114239	68	68	0	0	88	68	68	68	68	0	4
50710031	212	1	0	0	2	0	24	62883443	9107652	2314543	2236988	350711	77	77	0	0	97	77	77	77	77	0	4
50710032	37	1	0	0	0	0	30	59454362	5911814	2197490	1662034	296880	77	77	0	0	97	77	77	77	77	0	4
50720011	400	1	0	0	2	0	15	11251415	1083476	384987	340611	53681	59	59	0	0	79	59	59	59	59	0	4
50720012	24	1	0	0	0	0	30	10592654	1022062	408868	313658	52965	59	59	0	0	79	59	59	59	59	0	4
50720021	400	1	0	0	2	0	20	30152015	2903545	1031706	912784	143859	69	69	0	0	89	69	69	69	69	0	4
50720022	24	1	0	0	0	0	30	28386639	2738966	1095701	840554	141938	69	69	0	0	89	69	69	69	69	0	4
50720031	400	1	0	0	2	0	25	79071214	7614311	2705565	2393703	377258	78	78	0	0	98	78	78	78	78	0	4
50720032	24	1	0	0	0	0	30	74441660	7182717	2873389	2204286	372223	78	78	0	0	98	78	78	78	78	0	4
50730011	401	1	0	0	2	0	16	10159686	1341223	369967	367337	64082	60	60	0	0	80	60	60	60	60	0	4
50730012	46	1	0	0	0	0	30	9584449	1173738	319759	329955	52288	60	60	0	0	80	60	60	60	60	0	4
50730021	401	1	0	0	2	0	21	28735232	3793460	1046399	1038963	181249	70	70	0	0	90	70	70	70	70	0	4
50730022	46	1	0	0	0	0	30	27108257	3319753	904393	933233	147891	70	70	0	0	90	70	70	70	70	0	4
50730031	401	1	0	0	2	0	25	71951808	9498664	2620139	2601520	453840	79	79	0	0	99	79	79	79	79	0	4
50730032	46	1	0	0	0	0	30	67877932	8312523	2264563	2336777	370314	79	79	0	0	99	79	79	79	79	0	4
50740011	402	1	0	0	2	0	17	10629459	1288221	351664	469245	76133	62	62	0	0	82	62	62	62	62	0	4
50740012	41	1	0	0	0	0	30	9649655	1465957	378375	328694	63533	62	62	0	0	82	62	62	62	62	0	4
50740021	402	1	0	0	2	0	21	33457828	4054873	1106918	1477022	239642	71	71	0	0	91	71	71	71	71	0	4
50740022	41	1	0	0	0	0	30	30373748	4614322	1190994	1034614	199980	71	71	0	0	91	71	71	71	71	0	4
50740031	402	1	0	0	2	0	26	74120859	8982970	2452214	3272123	530892	81	81	0	0	101	81	81	81	81	0	4
50740032	41	1	0	0	0	0	30	67288538	10222346	2638471	2292036	443027	81	81	0	0	101	81	81	81	81	0	4
50750011	403	1	0	0	2	0	17	13495990	1410433	504519	369551	64251	63	63	0	0	83	63	63	63	63	0	4
50750012	35	1	0	0	0	0	30	10424698	1429911	379464	472619	81931	63	63	0	0	83	63	63	63	63	0	4
50750021	403	1	0	0	2	0	22	44901755	4692575	1678557	1229514	213767	72	72	0	0	92	72	72	72	72	0	4
50750022	35	1	0	0	0	0	30	34683430	4757379	1262495	1572425	272589	72	72	0	0	92	72	72	72	72	0	4
50750031	403	1	0	0	2	0	27	93283609	9748847	3487212	2554322	444102	82	82	0	0	102	82	82	82	82	0	4
50750032	35	1	0	0	0	0	30	72054990	9883477	2622840	3266721	566305	82	82	0	0	102	82	82	82	82	0	4
50760011	201	1	0	0	2	0	17	9779189	1477037	402332	505362	78048	63	63	0	0	83	63	63	63	63	0	4
50760012	32	1	0	0	0	0	30	12446382	1112994	441551	327013	56218	63	63	0	0	83	63	63	63	63	0	4
50760021	201	1	0	0	2	0	22	34380923	5192853	1414488	1776715	274395	73	73	0	0	93	73	73	73	73	0	4
50760022	32	1	0	0	0	0	30	43758036	3912980	1552372	1149689	197647	73	73	0	0	93	73	73	73	73	0	4
50760031	201	1	0	0	2	0	27	71283524	10766578	2932722	3683744	568916	83	83	0	0	103	83	83	83	83	0	4
50760032	32	1	0	0	0	0	30	90725517	8112959	3218603	2383702	409792	83	83	0	0	103	83	83	83	83	0	4
50770011	202	1	0	0	2	0	18	12489818	1465513	504659	396527	69317	64	64	0	0	84	64	64	64	64	0	4
50770012	820	1	0	0	0	0	30	12804760	1153308	445793	386020	64163	64	64	0	0	84	64	64	64	64	0	4
50770021	202	1	0	0	2	0	23	45746733	5367767	1848428	1452369	253892	74	74	0	0	94	74	74	74	74	0	4
50770022	820	1	0	0	0	0	30	46900277	4224247	1632819	1413886	235014	74	74	0	0	94	74	74	74	74	0	4
50770031	202	1	0	0	2	0	28	90089285	10570773	3640120	2860158	499991	84	84	0	0	104	84	84	84	84	0	4
50770032	820	1	0	0	0	0	30	92360966	8318833	3215519	2784373	462815	84	84	0	0	104	84	84	84	84	0	4
50780011	203	1	0	0	2	0	18	11329085	1676647	457590	538399	87153	65	65	0	0	85	65	65	65	65	0	4
50780012	10	1	0	0	0	0	30	11789119	1707063	404104	419918	71802	65	65	0	0	85	65	65	65	65	0	4
50780021	203	1	0	0	2	0	23	42974576	6360020	1735776	2042308	330600	75	75	0	0	95	75	75	75	75	0	4
50780022	10	1	0	0	0	0	30	44719622	6475395	1532889	1592874	272369	75	75	0	0	95	75	75	75	75	0	4
50780031	203	1	0	0	2	0	28	80949165	11980068	3269598	3846999	622735	85	85	0	0	105	85	85	85	85	0	4
50780032	10	1	0	0	0	0	30	84236225	12197394	2887430	3000422	513049	85	85	0	0	105	85	85	85	85	0	4
50790011	204	1	0	0	2	0	19	16501170	2243845	590975	595916	95278	66	66	0	0	86	66	66	66	66	0	4
50790012	7	1	0	0	0	0	30	15759844	2256997	531111	598997	105132	66	66	0	0	86	66	66	66	66	0	4
50790021	204	1	0	0	2	0	24	55682030	7571697	1994205	2010878	321511	76	76	0	0	96	76	76	76	76	0	4
50790022	7	1	0	0	0	0	30	53180478	7616076	1792198	2021274	354760	76	76	0	0	96	76	76	76	76	0	4
50790031	204	1	0	0	2	0	29	100890715	13719219	3613317	3643526	582549	86	86	0	0	106	86	86	86	86	0	4
50790032	7	1	0	0	0	0	30	96358132	13799630	3247298	3662363	642793	86	86	0	0	106	86	86	86	86	0	4
50800011	205	1	0	0	2	0	19	16045979	2404643	681237	700918	112882	66	66	0	0	86	66	66	66	66	0	4
50800012	25	1	0	0	0	0	30	16009590	2220710	634395	686376	73473	66	66	0	0	86	66	66	66	66	0	4
50800021	205	1	0	0	2	0	24	53643254	8038953	2277443	2343239	377377	77	77	0	0	97	77	77	77	77	0	4
50800022	25	1	0	0	0	0	30	53521602	7424048	2120844	2294624	245630	77	77	0	0	97	77	77	77	77	0	4
50800031	205	1	0	0	2	0	29	95940187	14377553	4073175	4190850	674934	87	87	0	0	107	87	87	87	87	0	4
50800032	25	1	0	0	0	0	30	95722615	13277803	3793099	4103902	439306	87	87	0	0	107	87	87	87	87	0	4
50810011	206	1	0	0	2	0	19	23423442	2350804	811058	634799	114147	67	67	0	0	87	67	67	67	67	0	4
50810012	29	1	0	0	0	0	30	18649690	2402498	656064	721169	113765	67	67	0	0	87	67	67	67	67	0	4
50810021	206	1	0	0	2	0	25	72117338	7237781	2497130	1954452	351443	78	78	0	0	98	78	78	78	78	0	4
50810022	29	1	0	0	0	0	30	57419657	7396939	2019927	2220374	350267	78	78	0	0	98	78	78	78	78	0	4
50810031	206	1	0	0	2	0	30	125008983	12546049	4328553	3387869	609196	88	88	0	0	108	88	88	88	88	0	4
50810032	29	1	0	0	0	0	30	99531862	12821935	3501364	3848820	607158	88	88	0	0	108	88	88	88	88	0	4
50820011	207	1	0	0	2	0	20	25427970	3280665	853966	958014	142383	68	68	0	0	88	68	68	68	68	0	4
50820012	47	1	0	0	0	0	30	17907749	2655646	728406	787753	150846	68	68	0	0	88	68	68	68	68	0	4
50820021	207	1	0	0	2	0	25	73254875	9451195	2460173	2759923	410189	79	79	0	0	99	79	79	79	79	0	4
50820022	47	1	0	0	0	0	30	51590036	7650592	2098449	2269421	434571	79	79	0	0	99	79	79	79	79	0	4
50820031	207	1	0	0	2	0	30	123473125	15930252	4146691	4651926	691386	89	89	0	0	109	89	89	89	89	0	4
50820032	47	1	0	0	0	0	30	86956437	12895285	3536994	3825173	732481	89	89	0	0	109	89	89	89	89	0	4
50830011	208	1	0	0	2	0	20	29144266	3413808	1142807	1012953	127426	69	69	0	0	89	69	69	69	69	0	4
50830012	58	1	0	0	0	0	30	28241167	2646400	936431	733888	126942	69	69	0	0	89	69	69	69	69	0	4
50830021	208	1	0	0	2	0	26	79476982	9309522	3116459	2762343	347493	80	80	0	0	100	80	80	80	80	0	4
50830022	58	1	0	0	0	0	30	77014214	7216786	2553665	2001327	346175	80	80	0	0	100	80	80	80	80	0	4
50830031	208	1	0	0	2	0	30	130621516	15300328	5121944	4539949	571110	90	90	0	0	110	90	90	90	90	0	4
50830032	58	1	0	0	0	0	30	126573923	11860888	4196984	3289209	568944	90	90	0	0	110	90	90	90	90	0	4
50840011	209	1	0	0	2	0	20	21831336	3339612	908085	1152681	173119	69	69	0	0	89	69	69	69	69	0	4
50840012	55	1	0	0	0	0	30	25907573	3546479	1001585	1013995	173625	69	69	0	0	89	69	69	69	69	0	4
50840021	209	1	0	0	2	0	26	61358826	9386265	2552251	3239710	486568	80	80	0	0	100	80	80	80	80	0	4
50840022	55	1	0	0	0	0	30	72815435	9967682	2815040	2849920	487988	80	80	0	0	100	80	80	80	80	0	4
50840031	209	1	0	0	2	0	30	101494431	15525943	4221712	5358846	804838	91	91	0	0	111	91	91	91	91	0	4
50840032	55	1	0	0	0	0	30	120444957	16487672	4656395	4714089	807187	91	91	0	0	111	91	91	91	91	0	4
50850011	211	1	0	0	2	0	21	31971578	4435519	1186198	1297177	143488	70	70	0	0	90	70	70	70	70	0	4
50850012	17	1	0	0	0	0	30	28698714	3048366	1005357	908750	165315	70	70	0	0	90	70	70	70	70	0	4
50850021	211	1	0	0	2	0	26	83563856	11593080	3100357	3390423	375035	81	81	0	0	101	81	81	81	81	0	4
50850022	17	1	0	0	0	0	30	75009597	7967492	2627693	2375193	432082	81	81	0	0	101	81	81	81	81	0	4
50850031	211	1	0	0	2	0	30	135156135	18750641	5014516	5483669	606582	92	92	0	0	112	92	92	92	92	0	4
50850032	17	1	0	0	0	0	30	121320480	12886617	4250030	3841637	698850	92	92	0	0	112	92	92	92	92	0	4
50860011	212	1	0	0	2	0	21	35575796	5152579	1309434	1265558	198411	71	71	0	0	91	71	71	71	71	0	4
50860012	26	1	0	0	0	0	30	33449464	3326778	1284081	1044437	170943	71	71	0	0	91	71	71	71	71	0	4
50860021	212	1	0	0	2	0	27	85639816	12403545	3152135	3046514	477627	82	82	0	0	102	82	82	82	82	0	4
50860022	26	1	0	0	0	0	30	80521205	8008386	3091104	2514220	411503	82	82	0	0	102	82	82	82	82	0	4
50860031	212	1	0	0	2	0	30	135703836	19654510	4994836	4827470	756842	93	93	0	0	113	93	93	93	93	0	4
50860032	26	1	0	0	0	0	30	127592946	12689994	4898128	3984004	652063	93	93	0	0	113	93	93	93	93	0	4
50870011	400	1	0	0	2	0	22	49719694	4787851	1701250	1505152	237219	73	73	0	0	93	73	73	73	73	0	4
50870012	67	1	0	0	0	0	30	39823544	5266928	1531593	1452675	259947	73	73	0	0	93	73	73	73	73	0	4
50870021	400	1	0	0	2	0	28	108422733	10440771	3709881	3282255	517298	84	84	0	0	104	84	84	84	84	0	4
50870022	67	1	0	0	0	0	30	86842398	11485485	3339915	3167820	566861	84	84	0	0	104	84	84	84	84	0	4
50870031	400	1	0	0	2	0	30	167125772	16093691	5718513	5059358	797378	95	95	0	0	115	95	95	95	95	0	4
50870032	67	1	0	0	0	0	30	133861252	17704041	5148237	4882965	873776	95	95	0	0	115	95	95	95	95	0	4
50880011	401	1	0	0	2	0	22	42382572	5595103	1543369	1532402	267330	73	73	0	0	93	73	73	73	73	0	4
50880012	41	1	0	0	0	0	30	36202399	5499799	1419543	1233155	238356	73	73	0	0	93	73	73	73	73	0	4
50880021	401	1	0	0	2	0	28	94697375	12501403	3448424	3423918	597309	84	84	0	0	104	84	84	84	84	0	4
50880022	41	1	0	0	0	0	30	80888724	12288461	3171753	2755296	532570	84	84	0	0	104	84	84	84	84	0	4
50880031	401	1	0	0	2	0	30	147012178	19407703	5353478	5315434	927288	96	96	0	0	116	96	96	96	96	0	4
50880032	41	1	0	0	0	0	30	125575049	19077122	4923962	4277437	826784	96	96	0	0	116	96	96	96	96	0	4
50890011	402	1	0	0	2	0	23	44158625	5351740	1460943	1949417	316287	74	74	0	0	94	74	74	74	74	0	4
50890012	56	1	0	0	0	0	30	40959558	4702923	1559163	1381585	243664	74	74	0	0	94	74	74	74	74	0	4
50890021	402	1	0	0	2	0	28	93382296	11317332	3089459	4122435	668853	85	85	0	0	105	85	85	85	85	0	4
50890022	56	1	0	0	0	0	30	86617223	9945278	3297164	2921640	515278	85	85	0	0	105	85	85	85	85	0	4
50890031	402	1	0	0	2	0	30	142605966	17282924	4717974	6295452	1021419	97	97	0	0	117	97	97	97	97	0	4
50890032	56	1	0	0	0	0	30	132274889	15187632	5035165	4461696	786891	97	97	0	0	117	97	97	97	97	0	4
50900011	403	1	0	0	2	0	23	57633822	6023173	2154519	1578148	274381	75	75	0	0	95	75	75	75	75	0	4
50900012	8	1	0	0	0	0	30	42769529	5909330	1701164	2219099	351820	75	75	0	0	95	75	75	75	75	0	4
50900021	403	1	0	0	2	0	29	116201329	12143923	4343943	3181863	553208	86	86	0	0	106	86	86	86	86	0	4
50900022	8	1	0	0	0	0	30	86231937	11914394	3429889	4474149	709341	86	86	0	0	106	86	86	86	86	0	4
50900031	403	1	0	0	2	0	30	174768836	18264673	6533366	4785578	832034	98	98	0	0	118	98	98	98	98	0	4
50900032	8	1	0	0	0	0	30	129694345	17919458	5158613	6729199	1066862	98	98	0	0	118	98	98	98	98	0	4
110503	2	1	0	0	0	0	11	257542	39176	10450	11348	1525	20	20	0	0	40	20	20	20	20	0	4
110504	202	1	15	15	1	2	3	565367	44225	15229	11966	1743	20	20	0	0	40	20	20	20	20	0	4
210701	4	1	0	0	0	0	11	292197	38281	11056	10482	1779	20	20	0	0	40	20	20	20	20	0	4
210702	9	1	0	0	0	0	11	277564	40633	10589	10797	1721	20	20	0	0	40	20	20	20	20	0	4
210704	203	1	15	15	1	2	3	512656	50580	13804	16242	2191	20	20	0	0	40	20	20	20	20	0	4
310903	204	1	15	15	1	2	4	644223	58401	15381	15510	2066	21	21	0	0	41	21	21	21	21	0	4
310904	8	1	0	0	0	0	11	299197	41339	11900	15523	2461	21	21	0	0	41	21	21	21	21	0	4
411101	24	1	0	0	0	0	11	418682	40397	16160	12397	2093	21	21	0	0	41	21	21	21	21	0	4
411103	205	1	15	15	1	2	4	604241	60367	17102	17596	2361	21	21	0	0	41	21	21	21	21	0	4
511101	36	1	0	0	0	0	12	428409	43278	16431	12514	2300	22	22	0	0	42	22	22	22	22	0	4
511103	206	1	15	15	1	2	4	800930	53588	18488	14470	2168	22	22	0	0	42	22	22	22	22	0	4
611101	66	1	0	0	0	0	12	364977	50465	12862	16926	2944	22	22	0	0	42	22	22	22	22	0	4
611104	207	1	15	15	1	2	4	803491	69109	17989	20181	2499	22	22	0	0	42	22	22	22	22	0	4
611105	40	1	0	0	0	0	12	384298	46177	13931	14545	1865	22	22	0	0	42	22	22	22	22	0	4
711101	53	1	0	0	0	0	12	461278	60969	15335	17031	2887	23	23	0	0	43	23	23	23	23	0	4
711102	52	1	0	0	0	0	12	409044	53954	14725	17885	3031	23	23	0	0	43	23	23	23	23	0	4
711103	208	1	15	15	1	2	5	862150	67325	22537	19976	2094	23	23	0	0	43	23	23	23	23	0	4
811101	59	1	0	0	0	0	12	420795	61123	14437	20013	3128	23	23	0	0	43	23	23	23	23	0	4
811102	62	1	0	0	0	0	12	372629	54359	14305	19706	3297	23	23	0	0	43	23	23	23	23	0	4
811104	209	1	15	15	1	2	5	678656	69210	18819	23888	2989	23	23	0	0	43	23	23	23	23	0	4
911101	8	1	0	0	0	0	13	409428	56569	16285	21243	3367	24	24	0	0	44	24	24	24	24	0	4
911102	7	1	0	0	0	0	13	467757	66988	15763	17778	3120	24	24	0	0	44	24	24	24	24	0	4
911104	211	1	15	15	1	2	5	914590	84589	22621	24738	2280	24	24	0	0	44	24	24	24	24	0	4
1011101	36	1	0	0	0	0	13	565823	57159	21701	16529	3038	24	24	0	0	44	24	24	24	24	0	4
1011104	212	1	15	15	1	2	5	955767	92285	23452	22666	2961	24	24	0	0	44	24	24	24	24	0	4
1011105	37	1	0	0	0	0	13	502027	49918	18555	14034	2506	24	24	0	0	44	24	24	24	24	0	4
1111101	24	1	0	0	0	0	13	628023	60596	24241	18596	3140	25	25	0	0	45	25	25	25	25	0	4
1111102	35	1	0	0	0	0	13	491731	67448	17899	22293	3864	25	25	0	0	45	25	25	25	25	0	4
1111104	201	1	15	15	1	2	6	830308	83605	22773	28605	3681	25	25	0	0	45	25	25	25	25	0	4
1211101	4	1	0	0	0	0	13	519462	68056	19656	18635	3163	25	25	0	0	45	25	25	25	25	0	4
1211104	203	1	15	15	1	2	6	911390	89920	24541	28875	3895	25	25	0	0	45	25	25	25	25	0	4
1211105	12	1	0	0	0	0	13	599620	54101	21447	17295	2853	25	25	0	0	45	25	25	25	25	0	4
1311101	8	1	0	0	0	0	14	535406	73975	21295	27779	4404	26	26	0	0	46	26	26	26	26	0	4
1311102	7	1	0	0	0	0	14	611683	87600	20613	23248	4080	26	26	0	0	46	26	26	26	26	0	4
1311104	204	1	15	15	1	2	6	1152821	104507	27524	27755	3698	26	26	0	0	46	26	26	26	26	0	4
1411101	24	1	0	0	0	0	14	753627	72715	29089	22315	3768	26	26	0	0	46	26	26	26	26	0	4
1411103	35	1	0	0	0	0	14	590077	80938	21479	26752	4637	26	26	0	0	46	26	26	26	26	0	4
1411104	205	1	15	15	1	2	6	1087635	108661	30783	31673	4250	26	26	0	0	46	26	26	26	26	0	4
1511101	36	1	0	0	0	0	14	767903	77573	29452	22432	4123	27	27	0	0	47	27	27	27	27	0	4
1511104	206	1	15	15	1	2	7	1435630	96054	33140	25938	3886	27	27	0	0	47	27	27	27	27	0	4
1511105	27	1	0	0	0	0	14	865610	77734	28571	26029	3714	27	27	0	0	47	27	27	27	27	0	4
1611101	57	1	0	0	0	0	14	797969	79713	31374	24686	3780	27	27	0	0	47	27	27	27	27	0	4
1611104	401	1	15	15	1	2	7	1392028	122511	33794	33553	4877	27	27	0	0	47	27	27	27	27	0	4
1611105	42	1	0	0	0	0	14	735576	108001	27916	26222	4820	27	27	0	0	47	27	27	27	27	0	4
1711101	66	1	0	0	0	0	15	710403	98226	25036	32945	5730	28	28	0	0	48	28	28	28	28	0	4
1711104	207	1	15	15	1	2	7	1563939	134517	35015	39281	4865	28	28	0	0	48	28	28	28	28	0	4
1711105	40	1	0	0	0	0	15	748009	89880	27116	28312	3631	28	28	0	0	48	28	28	28	28	0	4
1811101	53	1	0	0	0	0	15	906919	119872	30151	33486	5676	28	28	0	0	48	28	28	28	28	0	4
1811102	52	1	0	0	0	0	15	804223	106080	28951	35164	5959	28	28	0	0	48	28	28	28	28	0	4
1811103	208	1	15	15	1	2	7	1695075	132368	44311	39276	4117	28	28	0	0	48	28	28	28	28	0	4
1911101	59	1	0	0	0	0	15	834803	121261	28642	39703	6206	29	29	0	0	49	29	29	29	29	0	4
1911102	62	1	0	0	0	0	15	739249	107843	28380	39094	6541	29	29	0	0	49	29	29	29	29	0	4
1911104	209	1	15	15	1	2	8	1346367	137305	37335	47391	5931	29	29	0	0	49	29	29	29	29	0	4
2011101	8	1	0	0	0	0	15	818856	113138	32570	42486	6735	29	29	0	0	49	29	29	29	29	0	4
2011102	7	1	0	0	0	0	15	935515	133976	31527	35556	6240	29	29	0	0	49	29	29	29	29	0	4
2011104	211	1	15	15	1	2	8	1829180	169178	45243	49476	4560	29	29	0	0	49	29	29	29	29	0	4
2111101	36	1	0	0	0	0	16	1131647	114319	43403	33058	6076	30	30	0	0	50	30	30	30	30	0	4
2111104	212	1	15	15	1	2	8	1911535	184570	46905	45333	5922	30	30	0	0	50	30	30	30	30	0	4
2111105	37	1	0	0	0	0	16	1004054	99837	37110	28068	5013	30	30	0	0	50	30	30	30	30	0	4
2211101	24	1	0	0	0	0	16	1256046	121193	48482	37192	6280	30	30	0	0	50	30	30	30	30	0	4
2211102	35	1	0	0	0	0	16	983462	134897	35798	44586	7729	30	30	0	0	50	30	30	30	30	0	4
2211104	202	1	15	15	2	2	1	1995414	156090	53750	42233	6152	30	30	0	0	50	30	30	30	30	0	4
2311101	4	1	0	0	0	0	16	1038924	136112	39312	37270	6326	31	31	0	0	51	31	31	31	31	0	4
2311104	203	1	15	15	2	2	1	1822780	179841	49082	57750	7790	31	31	0	0	51	31	31	31	31	0	4
2311105	12	1	0	0	0	0	16	1199241	108203	42894	34591	5707	31	31	0	0	51	31	31	31	31	0	4
2411101	8	1	0	0	0	0	16	1070812	147950	42591	55559	8808	31	31	0	0	51	31	31	31	31	0	4
2411102	7	1	0	0	0	0	16	1223366	175200	41227	46497	8160	31	31	0	0	51	31	31	31	31	0	4
2411104	204	1	15	15	2	2	1	2305642	209015	55049	55510	7396	31	31	0	0	51	31	31	31	31	0	4
2511101	24	1	0	0	0	0	17	1507255	145431	58178	44631	7536	32	32	0	0	52	32	32	32	32	0	4
2511103	35	1	0	0	0	0	17	1180154	161876	42958	53504	9275	32	32	0	0	52	32	32	32	32	0	4
2511104	205	1	15	15	2	2	2	2175270	217323	61567	63346	8501	32	32	0	0	52	32	32	32	32	0	4
2611101	36	1	0	0	0	0	17	1535807	155147	58904	44864	8246	32	32	0	0	52	32	32	32	32	0	4
2611104	206	1	15	15	2	2	2	2871260	192108	66280	51876	7773	32	32	0	0	52	32	32	32	32	0	4
2611105	27	1	0	0	0	0	17	1731220	155468	57143	52059	7428	32	32	0	0	52	32	32	32	32	0	4
2711101	57	1	0	0	0	0	17	1564645	156300	61519	48405	7412	33	33	0	0	53	33	33	33	33	0	4
2711104	401	1	15	15	2	2	2	2729467	240219	66262	65791	9564	33	33	0	0	53	33	33	33	33	0	4
2711105	42	1	0	0	0	0	17	1442307	211767	54738	51417	9451	33	33	0	0	53	33	33	33	33	0	4
2811101	66	1	0	0	0	0	17	1368666	189244	48235	63473	11040	33	33	0	0	53	33	33	33	33	0	4
2811104	207	1	15	15	2	2	2	3013094	259162	67460	75680	9373	33	33	0	0	53	33	33	33	33	0	4
2811105	40	1	0	0	0	0	17	1441119	173164	52242	54546	6995	33	33	0	0	53	33	33	33	33	0	4
2911101	53	1	0	0	0	0	18	1720020	227344	57183	63508	10766	34	34	0	0	54	34	34	34	34	0	4
2911102	52	1	0	0	0	0	18	1525251	201187	54908	66690	11303	34	34	0	0	54	34	34	34	34	0	4
2911103	208	1	15	15	2	2	3	3214799	251043	84039	74490	7808	34	34	0	0	54	34	34	34	34	0	4
3011101	59	1	0	0	0	0	18	1561015	226749	53559	74242	11606	34	34	0	0	54	34	34	34	34	0	4
3011102	62	1	0	0	0	0	18	1382336	201657	53069	73104	12231	34	34	0	0	54	34	34	34	34	0	4
3011104	209	1	15	15	2	2	3	2517597	256750	69813	88618	11091	34	34	0	0	54	34	34	34	34	0	4
3111101	8	1	0	0	0	0	18	1511735	208871	60129	78436	12435	35	35	0	0	55	35	35	35	35	0	4
3111102	7	1	0	0	0	0	18	1727106	247342	58204	65643	11521	35	35	0	0	55	35	35	35	35	0	4
3111104	211	1	15	15	2	2	3	3376949	312329	83526	91341	8419	35	35	0	0	55	35	35	35	35	0	4
3211101	36	1	0	0	0	0	18	2061215	208224	79056	60213	11067	35	35	0	0	55	35	35	35	35	0	4
3211104	212	1	15	15	2	2	3	3481725	336181	85434	82571	10787	35	35	0	0	55	35	35	35	35	0	4
3211105	37	1	0	0	0	0	18	1828813	181847	67594	51124	9132	35	35	0	0	55	35	35	35	35	0	4
3311101	24	1	0	0	0	0	19	2260882	218147	87268	66946	11304	36	36	0	0	56	36	36	36	36	0	4
3311103	28	1	0	0	0	0	19	1589426	215708	60643	66616	12226	36	36	0	0	56	36	36	36	36	0	4
3311104	403	1	15	15	2	2	4	4125189	287409	102807	75304	10910	36	36	0	0	56	36	36	36	36	0	4
3411101	24	1	0	0	0	0	19	2386487	230267	92116	70666	11932	36	36	0	0	56	36	36	36	36	0	4
3411102	35	1	0	0	0	0	19	1868578	256304	68017	84714	14685	36	36	0	0	56	36	36	36	36	0	4
3411104	201	1	15	15	2	2	4	3155172	317702	86539	108700	13989	36	36	0	0	56	36	36	36	36	0	4
3511101	4	1	0	0	0	0	19	1947983	255210	73710	69881	11861	37	37	0	0	57	37	37	37	37	0	4
3511104	203	1	15	15	2	2	4	3417712	337202	92029	108281	14606	37	37	0	0	57	37	37	37	37	0	4
3511105	12	1	0	0	0	0	19	2248578	202880	80427	64858	10701	37	37	0	0	57	37	37	37	37	0	4
3611101	8	1	0	0	0	0	19	1984153	274144	78920	102947	16321	37	37	0	0	57	37	37	37	37	0	4
3611102	7	1	0	0	0	0	19	2266826	324636	76392	86157	15121	37	37	0	0	57	37	37	37	37	0	4
3611104	204	1	15	15	2	2	4	4272220	387293	102004	102856	13704	37	37	0	0	57	37	37	37	37	0	4
3711101	24	1	0	0	0	0	20	2763301	266625	106661	81823	13817	38	38	0	0	58	38	38	38	38	0	4
3711103	35	1	0	0	0	0	20	2163616	296774	78756	98090	17004	38	38	0	0	58	38	38	38	38	0	4
3711104	205	1	15	15	2	2	5	3987996	398426	112874	116135	15586	38	38	0	0	58	38	38	38	38	0	4
3811101	36	1	0	0	0	0	20	2788703	281715	106958	81464	14973	38	38	0	0	58	38	38	38	38	0	4
3811104	206	1	15	15	2	2	5	5213605	348829	120350	94195	14115	38	38	0	0	58	38	38	38	38	0	4
3811105	27	1	0	0	0	0	20	3143532	282298	103760	94529	13488	38	38	0	0	58	38	38	38	38	0	4
3911101	57	1	0	0	0	0	20	2816361	281341	110734	87129	13342	39	39	0	0	59	39	39	39	39	0	4
3911104	401	1	15	15	2	2	5	4913042	432394	119272	118425	17216	39	39	0	0	59	39	39	39	39	0	4
3911105	42	1	0	0	0	0	20	2596153	381181	98529	92551	17012	39	39	0	0	59	39	39	39	39	0	4
4011101	66	1	0	0	0	0	20	2444047	337936	86135	113345	19714	39	39	0	0	59	39	39	39	39	0	4
4011104	207	1	15	15	2	2	5	5380526	462789	120465	135143	16737	39	39	0	0	59	39	39	39	39	0	4
4011105	40	1	0	0	0	0	20	2573428	309222	93290	97404	12492	39	39	0	0	59	39	39	39	39	0	4
4111101	208	1	15	15	2	2	6	5698962	445031	148978	132050	13842	40	40	0	0	60	40	40	40	40	0	4
4111102	53	1	0	0	0	0	21	3049126	403020	101370	112582	19085	40	40	0	0	60	40	40	40	40	0	4
4111103	52	1	0	0	0	0	21	2703855	356650	97338	118224	20037	40	40	0	0	60	40	40	40	40	0	4
4211101	209	1	15	15	2	2	6	4487890	457685	124450	157971	19771	40	40	0	0	60	40	40	40	40	0	4
4211102	59	1	0	0	0	0	21	2782678	404204	95475	132344	20689	40	40	0	0	60	40	40	40	40	0	4
4211103	62	1	0	0	0	0	21	2464165	359477	94601	130315	21803	40	40	0	0	60	40	40	40	40	0	4
4311101	211	1	15	15	2	2	6	6050367	559591	149652	163653	15085	41	41	0	0	61	41	41	41	41	0	4
4311102	8	1	0	0	0	0	21	2708526	374228	107732	140532	22280	41	41	0	0	61	41	41	41	41	0	4
4311103	7	1	0	0	0	0	21	3094398	443154	104282	117611	20642	41	41	0	0	61	41	41	41	41	0	4
4411101	212	1	15	15	2	2	6	6144220	593260	150766	145714	19037	41	41	0	0	61	41	41	41	41	0	4
4411102	36	1	0	0	0	0	21	3637439	367455	139510	106258	19531	41	41	0	0	61	41	41	41	41	0	4
