INT	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
28106	精英28-6 权势	t_mission_name_28106	t_mission_desc_28006	2	10028	ts_chapter06_01	1	28000	0	27030	27060	6	5			102	2810604	2810602	2810602	2810601	2810601	0						2	50140001	3	0	100	2	30010006	1	0	20	2	80020001	1	0	10											0
28109	精英28-9 同道中人	t_mission_name_28109	t_mission_desc_28009	2	10028	ts_chapter06_02	1	28000	0	27060	27090	6	5			102	2810904	2810901	2810901	2810903	2810903	0						2	50140001	3	0	100	2	30010007	1	0	20	2	80020001	1	0	10											0
28110	精英28-10 半灵无味	t_mission_name_28110	t_mission_desc_28010	2	10028	ts_chapter06_02	2	28000	0	27090	28000	6	5			101	2811004	2811001	2811001	2811005	2811005	0						2	50140001	3	0	100	2	30010209	1	0	20	2	80020001	1	0	10											0
28111	精英28-EX 数码试炼	t_mission_name_28111	t_mission_desc_28010	3	10028	ts_chapter06_02	2	28000	0	28000	0	24	5			101	2811104	2811101	2811101	2811105	2811105	0						2	50140001	4	0	100	2	110030304	1	0	20	2	80020001	4	0	10											0
29103	精英29-3 紫发少女	t_mission_name_29103	t_mission_desc_29003	2	10029	ts_chapter07_01	1	29000	0	28000	28030	6	5			101	2910303	2910301	2910301	2910302	2910302	0						2	50140001	3	0	100	2	30010008	1	0	20	2	80020001	1	0	10											0
29106	精英29-6 群体庞大	t_mission_name_29106	t_mission_desc_29006	2	10029	ts_chapter07_01	1	29000	0	28030	28060	6	5			102	2910604	2910601	2910601	2910603	2910603	0						2	50140001	3	0	100	2	30010024	1	0	20	2	80020001	1	0	10											0
29109	精英29-9 欲望力量	t_mission_name_29109	t_mission_desc_29009	2	10029	ts_chapter07_02	1	29000	0	28060	28090	6	5			102	2910904	2910901	2910901	2910905	2910905	0						2	50140001	3	0	100	2	30010027	1	0	20	2	80020001	1	0	10											0
29110	精英29-10 北方幽灵	t_mission_name_29110	t_mission_desc_29010	2	10029	ts_chapter07_02	2	29000	0	28090	29000	6	5			102	2911003	2911001	2911001	2911002	2911002	0						2	50140001	3	0	100	2	30010211	1	0	20	2	80020001	1	0	10											0
29111	精英29-EX 数码试炼	t_mission_name_29111	t_mission_desc_29010	3	10029	ts_chapter07_02	2	29000	0	29000	0	24	5			102	2911103	2911101	2911101	2911102	2911102	0						2	50140001	4	0	100	2	110030301	1	0	20	2	80020001	4	0	10											0
30103	精英30-3 武士娘	t_mission_name_30103	t_mission_desc_30003	2	10030	ts_chapter08_01	1	30000	0	29000	29030	6	5			101	3010303	3010301	3010301	3010304	3010304	0						2	50140001	3	0	100	2	30010035	1	0	20	2	80020001	1	0	10											0
30106	精英30-6 雪泉？	t_mission_name_30106	t_mission_desc_30006	2	10030	ts_chapter08_01	1	30000	0	29030	29060	6	5			102	3010604	3010601	3010601	3010605	3010605	0						2	50140001	3	0	100	2	30010036	1	0	20	2	80020001	1	0	10											0
30109	精英30-9 抗议无效II	t_mission_name_30109	t_mission_desc_30009	2	10030	ts_chapter08_02	1	30000	0	29060	29090	6	5			102	3010903	3010904	3010904	3010901	3010901	0						2	50140001	3	0	100	2	30010042	1	0	20	2	80020001	1	0	10											0
30110	精英30-10 国际警察	t_mission_name_30110	t_mission_desc_30010	2	10030	ts_chapter08_02	2	30000	0	29090	30000	6	5			102	3011004	3011001	3011001	3011002	3011002	0						2	50140001	3	0	100	2	30010212	1	0	20	2	80020001	1	0	10											0
30111	精英30-EX 数码试炼	t_mission_name_30111	t_mission_desc_30010	3	10030	ts_chapter08_02	2	30000	0	30000	0	24	5			102	3011104	3011101	3011101	3011102	3011102	0						2	50140001	4	0	100	2	110030302	1	0	20	2	80020001	4	0	10											0
31103	精英31-3 远红外技术	t_mission_name_31103	t_mission_desc_31003	2	10031	ts_chapter09_01	1	31000	0	30000	30030	6	5			101	3110303	3110301	3110301	3110302	3110302	0						2	50140001	3	0	100	2	30010049	1	0	20	2	80020001	1	0	10											0
31106	精英31-6 自我保护	t_mission_name_31106	t_mission_desc_31006	2	10031	ts_chapter09_01	1	31000	0	30030	30060	6	5			101	3110604	3110601	3110601	3110602	3110602	0						2	50140001	3	0	100	2	30010052	1	0	20	2	80020001	1	0	10											0
31109	精英31-9 取暖不能	t_mission_name_31109	t_mission_desc_31009	2	10031	ts_chapter09_02	1	31000	0	30060	30090	6	5			102	3110904	3110901	3110901	3110905	3110905	0						2	50140001	3	0	100	2	30010053	1	0	20	2	80020001	1	0	10											0
31110	精英31-10 地狱少女	t_mission_name_31110	t_mission_desc_31010	2	10031	ts_chapter09_02	2	31000	0	30090	31000	6	5			102	3111004	3111001	3111001	3111002	3111002	0						2	50140001	3	0	100	2	30010213	1	0	20	2	80020001	1	0	10											0
31111	精英31-EX 数码试炼	t_mission_name_31111	t_mission_desc_31010	3	10031	ts_chapter09_02	2	31000	0	31000	0	24	5			102	3111104	3111101	3111101	3111102	3111102	0						2	50140001	4	0	100	2	110030303	1	0	20	2	80020001	4	0	10											0
32103	精英32-3 志愿安保	t_mission_name_32103	t_mission_desc_32003	2	10032	ts_chapter10_01	1	32000	0	31000	31030	6	5			101	3210303	3210301	3210301	3210302	3210302	0						2	50140001	3	0	100	2	30010055	1	0	20	2	80020001	1	0	10											0
32106	精英32-5 真爱粉	t_mission_name_32106	t_mission_desc_32005	2	10032	ts_chapter10_01	1	32000	0	31030	31060	6	5			102	3210603	3210604	3210604	3210602	3210602	0						2	50140001	3	0	100	2	30010057	1	0	20	2	80020001	1	0	10											0
32109	精英32-9 监管部门	t_mission_name_32109	t_mission_desc_32009	2	10032	ts_chapter10_02	1	32000	0	31060	31090	6	5			102	3210903	3210901	3210901	3210904	3210904	0						2	50140001	3	0	100	2	30010059	1	0	20	2	80020001	1	0	10											0
32110	精英32-10 歌声的力量	t_mission_name_32110	t_mission_desc_32010	2	10032	ts_chapter10_02	2	32000	0	31090	32000	6	5			102	3211004	3211001	3211001	3211005	3211005	0						2	50140001	3	0	100	2	30010214	1	0	20	2	80020001	1	0	10											0
32111	精英32-EX 数码试炼	t_mission_name_32111	t_mission_desc_32010	3	10032	ts_chapter10_02	2	32000	0	32000	0	24	5			102	3211104	3211101	3211101	3211105	3211105	0						2	50140001	4	0	100	2	110030304	1	0	20	2	80020001	4	0	10											0
33103	精英33-3 出走女仆	t_mission_name_33103	t_mission_desc_33003	2	10033	ts_chapter05_01	1	33000	0	32000	32030	6	5			102	3310303	3310301	3310301	3310302	3310302	0						2	50140001	3	0	100	2	30010062	1	0	20	2	80020001	1	0	10											0
33106	精英33-6 虎落平阳	t_mission_name_33106	t_mission_desc_33006	2	10033	ts_chapter05_01	1	33000	0	32030	32060	6	5			101	3310604	3310602	3310602	3310601	3310601	0						2	50140001	3	0	100	2	30010066	1	0	20	2	80020001	1	0	10											0
33109	精英33-9 稀有生物	t_mission_name_33109	t_mission_desc_33009	2	10033	ts_chapter05_02	1	33000	0	32060	32090	6	5			102	3310903	3310901	3310901	3310902	3310902	0						2	50140001	3	0	100	2	30010067	1	0	20	2	80020001	1	0	10											0
33110	精英33-10 空之女王	t_mission_name_33110	t_mission_desc_33010	2	10033	ts_chapter05_02	2	33000	0	32090	33000	6	5			101	3311004	3311001	3311001	3311003	3311003	0						2	50140001	3	0	100	2	30010215	1	0	20	2	80020001	1	0	10											0
33111	精英33-EX 数码试炼	t_mission_name_33111	t_mission_desc_33010	3	10033	ts_chapter05_02	2	33000	0	33000	0	24	5			101	3311104	3311101	3311101	3311103	3311103	0						2	50140001	4	0	100	2	110030301	1	0	20	2	80020001	4	0	10											0
34103	精英34-3 电池革命	t_mission_name_34103	t_mission_desc_34003	2	10034	ts_chapter01	1	34000	0	33000	33030	6	5			101	3410303	3410302	3410302	3410301	3410301	0						2	50140001	3	0	100	2	30010069	1	0	20	2	80020001	1	0	10											0
34106	精英34-6 宿命难逃	t_mission_name_34106	t_mission_desc_34006	2	10034	ts_chapter01	1	34000	0	33030	33060	6	5			101	3410602	3410603	3410603	3410604	3410604	0						2	50140001	3	0	100	2	30010100	1	0	20	2	80020001	1	0	10											0
34109	精英34-9 武神教官	t_mission_name_34109	t_mission_desc_34009	2	10034	ts_chapter01	1	34000	0	33060	33090	6	5			101	3410904	3410902	3410902	3410901	3410901	0						2	50140001	3	0	100	2	30010101	1	0	20	2	80020001	1	0	10											0
34110	精英34-10 明日花香	t_mission_name_34110	t_mission_desc_34010	2	10034	ts_chapter01	2	34000	0	33090	34000	6	5			102	3411004	3411001	3411001	3411002	3411002	0						2	50140001	3	0	100	2	30010401	1	0	20	2	80020001	1	0	10											0
34111	精英34-EX 数码试炼	t_mission_name_34111	t_mission_desc_34010	3	10034	ts_chapter01	2	34000	0	34000	0	24	5			102	3411104	3411101	3411101	3411102	3411102	0						2	50140001	4	0	100	2	110030302	1	0	20	2	80020001	4	0	10											0
35103	精英35-3 短程枪	t_mission_name_35103	t_mission_desc_35003	2	10035	ts_chapter02	1	35000	0	34000	34030	6	5			101	3510303	3510301	3510301	3510302	3510302	0						2	50140001	3	0	100	2	30010006	1	0	20	2	80020001	1	0	10											0
35106	精英35-6 短发副团	t_mission_name_35106	t_mission_desc_35006	2	10035	ts_chapter02	1	35000	0	34030	34060	6	5			102	3510604	3510601	3510601	3510602	3510602	0						2	50140001	3	0	100	2	30010007	1	0	20	2	80020001	1	0	10											0
35109	精英35-9 莫西干	t_mission_name_35109	t_mission_desc_35009	2	10035	ts_chapter02	1	35000	0	34060	34090	6	5			101	3510904	3510901	3510901	3510902	3510902	0						2	50140001	3	0	100	2	30010008	1	0	20	2	80020001	1	0	10											0
35110	精英35-10 呱太!呱太!	t_mission_name_35110	t_mission_desc_35010	2	10035	ts_chapter02	2	35000	0	34090	35000	6	5			102	3511004	3511001	3511001	3511005	3511005	0						2	50140001	3	0	100	2	30010402	1	0	20	2	80020001	1	0	10											0
35111	精英35-EX 数码试炼	t_mission_name_35111	t_mission_desc_35010	3	10035	ts_chapter02	2	35000	0	35000	0	24	5			102	3511104	3511101	3511101	3511105	3511105	0						2	50140001	4	0	100	2	110030303	1	0	20	2	80020001	4	0	10											0
36103	精英36-3 激光镰刀	t_mission_name_36103	t_mission_desc_36003	2	10036	ts_chapter03_01	1	36000	0	35000	35030	6	5			102	3610302	3610303	3610303	3610304	3610304	0						2	50140001	3	0	100	2	30010024	1	0	20	2	80020001	1	0	10											0
36106	精英36-6 独立意识	t_mission_name_36106	t_mission_desc_36006	2	10036	ts_chapter03_01	1	36000	0	35030	35060	6	5			102	3610602	3610603	3610603	3610604	3610604	0						2	50140001	3	0	100	2	30010027	1	0	20	2	80020001	1	0	10											0
36109	精英36-9 全新斩击	t_mission_name_36109	t_mission_desc_36009	2	10036	ts_chapter03_02	1	36000	0	35060	35090	6	5			102	3610904	3610901	3610901	3610902	3610902	0						2	50140001	3	0	100	2	30010035	1	0	20	2	80020001	1	0	10											0
36110	精英36-10 英雄的倔强	t_mission_name_36110	t_mission_desc_36010	2	10036	ts_chapter03_02	2	36000	0	35090	36000	6	5			102	3611004	3611001	3611001	3611002	3611002	0						2	50140001	3	0	100	2	30010403	1	0	20	2	80020001	1	0	10											0
36111	精英36-EX 数码试炼	t_mission_name_36111	t_mission_desc_36010	3	10036	ts_chapter03_02	2	36000	0	36000	0	24	5			102	3611104	3611101	3611101	3611102	3611102	0						2	50140001	4	0	100	2	110030304	1	0	20	2	80020001	4	0	10											0
37103	精英37-3 苍破2.0	t_mission_name_37103	t_mission_desc_37003	2	10037	ts_chapter04_01	1	37000	0	36000	36030	6	5			101	3710303	3710301	3710301	3710302	3710302	0						2	50140001	3	0	100	2	30010036	1	0	20	2	80020001	1	0	10											0
37106	精英37-6 女王之心	t_mission_name_37106	t_mission_desc_37006	2	10037	ts_chapter04_01	1	37000	0	36030	36060	6	5			102	3710604	3710601	3710601	3710603	3710603	0						2	50140001	3	0	100	2	30010042	1	0	20	2	80020001	1	0	10											0
37109	精英37-9 武器问题	t_mission_name_37109	t_mission_desc_37009	2	10037	ts_chapter04_02	1	37000	0	36060	36090	6	5			102	3710904	3710902	3710902	3710901	3710901	0						2	50140001	3	0	100	2	30010049	1	0	20	2	80020001	1	0	10											0
37110	精英37-10 弑神之枪	t_mission_name_37110	t_mission_desc_37010	2	10037	ts_chapter04_02	2	37000	0	36090	37000	6	5			102	3711004	3711001	3711001	3711003	3711003	0						2	50140001	3	0	100	2	30010404	1	0	20	2	80020001	1	0	10											0
37111	精英37-EX 数码试炼	t_mission_name_37111	t_mission_desc_37010	3	10037	ts_chapter04_02	2	37000	0	37000	0	24	5			102	3711104	3711101	3711101	3711103	3711103	0						2	50140001	4	0	100	2	110030301	1	0	20	2	80020001	4	0	10											0
38103	精英38-3 白色曙光	t_mission_name_38103	t_mission_desc_38003	2	10038	ts_chapter05_01	1	38000	0	37000	37030	6	5			101	3810303	3810304	3810304	3810301	3810301	0						2	50140001	3	0	100	2	30010052	1	0	20	2	80020001	1	0	10											0
38106	精英38-6 偶像效应	t_mission_name_38106	t_mission_desc_38006	2	10038	ts_chapter05_01	1	38000	0	37030	37060	6	5			101	3810604	3810601	3810601	3810605	3810605	0						2	50140001	3	0	100	2	30010053	1	0	20	2	80020001	1	0	10											0
38109	精英38-9 已知穿越	t_mission_name_38109	t_mission_desc_38009	2	10038	ts_chapter05_02	1	38000	0	37060	37090	6	5			101	3810904	3810901	3810901	3810902	3810902	0						2	50140001	3	0	100	2	30010055	1	0	20	2	80020001	1	0	10											0
38110	精英38-10 女人	t_mission_name_38110	t_mission_desc_38010	2	10038	ts_chapter05_02	2	38000	0	37090	38000	6	5			101	3811004	3811001	3811001	3811005	3811005	0						2	50140001	3	0	100	2	30010406	1	0	20	2	80020001	1	0	10											0
38111	精英38-EX 数码试炼	t_mission_name_38111	t_mission_desc_38010	3	10038	ts_chapter05_02	2	38000	0	38000	0	24	5			101	3811104	3811101	3811101	3811105	3811105	0						2	50140001	4	0	100	2	110030302	1	0	20	2	80020001	4	0	10											0
39103	精英39-3 夜间刀客	t_mission_name_39103	t_mission_desc_39003	2	10039	ts_chapter09_01	1	39000	0	38000	38030	6	5			101	3910303	3910301	3910301	3910302	3910302	0						2	50140001	3	0	100	2	30010057	1	0	20	2	80020001	1	0	10											0
39106	精英39-6 糟糕品味	t_mission_name_39106	t_mission_desc_39006	2	10039	ts_chapter09_01	1	39000	0	38030	38060	6	5			102	3910604	3910601	3910601	3910605	3910605	0						2	50140001	3	0	100	2	30010059	1	0	20	2	80020001	1	0	10											0
39109	精英39-9 复发	t_mission_name_39109	t_mission_desc_39009	2	10039	ts_chapter09_02	1	39000	0	38060	38090	6	5			101	3910904	3910905	3910905	3910901	3910901	0						2	50140001	3	0	100	2	30010062	1	0	20	2	80020001	1	0	10											0
39110	精英39-10 火焰碑刻	t_mission_name_39110	t_mission_desc_39010	2	10039	ts_chapter09_02	2	39000	0	38090	39000	6	5			102	3911004	3911001	3911001	3911005	3911005	0						2	50140001	3	0	100	2	30010201	1	0	20	2	80020001	1	0	10											0
39111	精英39-EX 数码试炼	t_mission_name_39111	t_mission_desc_39010	3	10039	ts_chapter09_02	2	39000	0	39000	0	24	5			102	3911104	3911101	3911101	3911105	3911105	0						2	50140001	4	0	100	2	110030303	1	0	20	2	80020001	4	0	10											0
40103	精英40-3 错觉	t_mission_name_40103	t_mission_desc_40003	2	10040	ts_chapter06_01	1	40000	0	39000	39030	6	5			101	4010303	4010301	4010301	4010302	4010302	0						2	50140001	3	0	100	2	30010066	1	0	20	2	80020001	1	0	10											0
40106	精英40-6 次元口袋	t_mission_name_40106	t_mission_desc_40006	2	10040	ts_chapter06_01	1	40000	0	39030	39060	6	5			102	4010604	4010602	4010602	4010601	4010601	0						2	50140001	3	0	100	2	30010067	1	0	20	2	80020001	1	0	10											0
40109	精英40-9 静电	t_mission_name_40109	t_mission_desc_40009	2	10040	ts_chapter06_02	1	40000	0	39060	39090	6	5			102	4010904	4010901	4010901	4010903	4010903	0						2	50140001	3	0	100	2	30010069	1	0	20	2	80020001	1	0	10											0
40110	精英40-10 叛逆之梦	t_mission_name_40110	t_mission_desc_40010	2	10040	ts_chapter06_02	2	40000	0	39090	40000	6	5			101	4011004	4011001	4011001	4011005	4011005	0						2	50140001	3	0	100	2	30010202	1	0	20	2	80020001	1	0	10											0
40111	精英40-EX 数码试炼	t_mission_name_40111	t_mission_desc_40010	3	10040	ts_chapter06_02	2	40000	0	40000	0	24	5			101	4011104	4011101	4011101	4011105	4011105	0						2	50140001	4	0	100	2	110030304	1	0	20	2	80020001	4	0	10											0
41103	精英41-3 夜宵别动队	t_mission_name_41103	t_mission_desc_41003	2	10041	ts_chapter07_01	1	41000	0	40000	40030	6	5			101	4110301	4110302	4110302	4110303	4110303	0						2	50140001	4	0	100	2	30010100	1	0	20	2	80020001	1	0	10											0
41106	精英41-6 惯性使然	t_mission_name_41106	t_mission_desc_41006	2	10041	ts_chapter07_01	1	41000	0	40030	40060	6	5			102	4110601	4110602	4110602	4110603	4110603	0						2	50140001	4	0	100	2	30010101	1	0	20	2	80020001	1	0	10											0
41109	精英41-9 顺应欲望	t_mission_name_41109	t_mission_desc_41009	2	10041	ts_chapter07_02	1	41000	0	40060	40090	6	5			102	4110901	4110902	4110902	4110903	4110903	0						2	50140001	4	0	100	2	30010006	1	0	20	2	80020001	1	0	10											0
41110	精英41-10 顶级吃货	t_mission_name_41110	t_mission_desc_41010	2	10041	ts_chapter07_02	2	41000	0	40090	41000	6	5			102	4111001	4111002	4111002	4111003	4111003	0						2	50140001	4	0	100	2	30010203	1	0	20	2	80020001	1	0	10											0
41111	精英41-EX 数码试炼	t_mission_name_41111	t_mission_desc_41010	3	10041	ts_chapter07_02	2	41000	0	41000	0	24	5			102	4111101	4111102	4111102	4111103	4111103	0						2	50140001	4	0	100	2	110030301	1	0	20	2	80020001	4	0	10											0
42103	精英42-3 销售经理	t_mission_name_42103	t_mission_desc_42003	2	10042	ts_chapter08_01	1	42000	0	41000	41030	6	5			101	4210301	4210302	4210302	4210303	4210303	0						2	50140001	4	0	100	2	30010007	1	0	20	2	80020001	1	0	10											0
42106	精英42-6 VIP客服	t_mission_name_42106	t_mission_desc_42006	2	10042	ts_chapter08_01	1	42000	0	41030	41060	6	5			102	4210601	4210602	4210602	4210603	4210603	0						2	50140001	4	0	100	2	30010008	1	0	20	2	80020001	1	0	10											0
42109	精英42-9 多方会谈	t_mission_name_42109	t_mission_desc_42009	2	10042	ts_chapter08_02	1	42000	0	41060	41090	6	5			102	4210901	4210902	4210902	4210903	4210903	0						2	50140001	4	0	100	2	30010024	1	0	20	2	80020001	1	0	10											0
42110	精英42-10 白金之星	t_mission_name_42110	t_mission_desc_42010	2	10042	ts_chapter08_02	2	42000	0	41090	42000	6	5			102	4211001	4211002	4211002	4211003	4211003	0						2	50140001	4	0	100	2	30010204	1	0	20	2	80020001	1	0	10											0
42111	精英42-EX 数码试炼	t_mission_name_42111	t_mission_desc_42010	3	10042	ts_chapter08_02	2	42000	0	42000	0	24	5			102	4211101	4211102	4211102	4211103	4211103	0						2	50140001	4	0	100	2	110030302	1	0	20	2	80020001	4	0	10											0
43103	精英43-3 忧郁天使	t_mission_name_43103	t_mission_desc_43003	2	10043	ts_chapter09_01	1	43000	0	42000	42030	6	5			101	4310301	4310302	4310302	4310303	4310303	0						2	50140001	4	0	100	2	30010027	1	0	20	2	80020001	1	0	10											0
43106	精英43-6 失控炮台	t_mission_name_43106	t_mission_desc_43006	2	10043	ts_chapter09_01	1	43000	0	42030	42060	6	5			101	4310601	4310602	4310602	4310603	4310603	0						2	50140001	4	0	100	2	30010035	1	0	20	2	80020001	1	0	10											0
43109	精英43-9 互助会	t_mission_name_43109	t_mission_desc_43009	2	10043	ts_chapter09_02	1	43000	0	42060	42090	6	5			102	4310901	4310902	4310902	4310903	4310903	0						2	50140001	4	0	100	2	30010036	1	0	20	2	80020001	1	0	10											0
43110	精英43-10 不死鸟	t_mission_name_43110	t_mission_desc_43010	2	10043	ts_chapter09_02	2	43000	0	42090	43000	6	5			102	4311001	4311002	4311002	4311003	4311003	0						2	50140001	4	0	100	2	30010205	1	0	20	2	80020001	1	0	10											0
43111	精英43-EX 数码试炼	t_mission_name_43111	t_mission_desc_43010	3	10043	ts_chapter09_02	2	43000	0	43000	0	24	5			102	4311101	4311102	4311102	4311103	4311103	0						2	50140001	4	0	100	2	110030303	1	0	20	2	80020001	4	0	10											0
44103	精英44-3 混乱之源	t_mission_name_44103	t_mission_desc_44003	2	10044	ts_chapter10_01	1	44000	0	43000	43030	6	5			101	4410301	4410302	4410302	4410303	4410303	0						2	50140001	4	0	100	2	30010042	1	0	20	2	80020001	1	0	10											0
44106	精英44-6 维稳失败	t_mission_name_44106	t_mission_desc_44006	2	10044	ts_chapter10_01	1	44000	0	43030	43060	6	5			102	4410601	4410602	4410602	4410603	4410603	0						2	50140001	4	0	100	2	30010049	1	0	20	2	80020001	1	0	10											0
44109	精英44-9 贴身保镖	t_mission_name_44109	t_mission_desc_44009	2	10044	ts_chapter10_02	1	44000	0	43060	43090	6	5			102	4410901	4410902	4410902	4410903	4410903	0						2	50140001	4	0	100	2	30010052	1	0	20	2	80020001	1	0	10											0
44110	精英44-10 失控的偶像	t_mission_name_44110	t_mission_desc_44010	2	10044	ts_chapter10_02	2	44000	0	43090	44000	6	5			102	4411001	4411002	4411002	4411003	4411003	0						2	50140001	4	0	100	2	30010206	1	0	20	2	80020001	1	0	10											0
44111	精英44-EX 数码试炼	t_mission_name_44111	t_mission_desc_44010	3	10044	ts_chapter10_02	2	44000	0	44000	0	24	5			102	4411101	4411102	4411102	4411103	4411103	0						2	50140001	4	0	100	2	110030304	1	0	20	2	80020001	4	0	10											0
45103	精英45-3 乌托邦III	t_mission_name_45103	t_mission_desc_45003	2	10045	ts_chapter05_01	1	45000	0	44000	44030	6	5			102	4510301	4510302	4510302	4510303	4510303	0						2	50140001	4	0	100	2	30010053	1	0	20	2	80020001	1	0	10											0
45106	精英45-6 理想国III	t_mission_name_45106	t_mission_desc_45006	2	10045	ts_chapter05_01	1	45000	0	44030	44060	6	5			101	4510601	4510602	4510602	4510603	4510603	0						2	50140001	4	0	100	2	30010055	1	0	20	2	80020001	1	0	10											0
45109	精英45-9 战斗力II	t_mission_name_45109	t_mission_desc_45009	2	10045	ts_chapter05_02	1	45000	0	44060	44090	6	5			102	4510901	4510902	4510902	4510903	4510903	0						2	50140001	4	0	100	2	30010057	1	0	20	2	80020001	1	0	10											0
45110	精英45-10 娱乐天使	t_mission_name_45110	t_mission_desc_45010	2	10045	ts_chapter05_02	2	45000	0	44090	45000	6	5			101	4511001	4511002	4511002	4511003	4511003	0						2	50140001	4	0	100	2	30010207	1	0	20	2	80020001	1	0	10											0
45111	精英45-EX 数码试炼	t_mission_name_45111	t_mission_desc_45010	3	10045	ts_chapter05_02	2	45000	0	45000	0	24	5			101	4511101	4511102	4511102	4511103	4511103	0						2	50140001	4	0	100	2	110030301	1	0	20	2	80020001	4	0	10											0
46103	精英46-3 歼不灭者	t_mission_name_46103	t_mission_desc_46003	2	10046	ts_chapter01	1	46000	0	45000	45030	6	5			101	4610301	4610302	4610302	4610303	4610303	0						2	50140001	4	0	100	2	30010059	1	0	20	2	80020001	1	0	10											0
46106	精英46-6 军中女仆	t_mission_name_46106	t_mission_desc_46006	2	10046	ts_chapter01	1	46000	0	45030	45060	6	5			101	4610601	4610602	4610602	4610603	4610603	0						2	50140001	4	0	100	2	30010062	1	0	20	2	80020001	1	0	10											0
46109	精英46-9 女武神分身	t_mission_name_46109	t_mission_desc_46009	2	10046	ts_chapter01	1	46000	0	45060	45090	6	5			101	4610901	4610902	4610902	4610903	4610903	0						2	50140001	4	0	100	2	30010066	1	0	20	2	80020001	1	0	10											0
46110	精英46-10 吃豆人	t_mission_name_46110	t_mission_desc_46010	2	10046	ts_chapter01	2	46000	0	45090	46000	6	5			102	4611001	4611002	4611002	4611003	4611003	0						2	50140001	4	0	100	2	30010208	1	0	20	2	80020001	1	0	10											0
46111	精英46-EX 数码试炼	t_mission_name_46111	t_mission_desc_46010	3	10046	ts_chapter01	2	46000	0	46000	0	24	5			102	4611101	4611102	4611102	4611103	4611103	0						2	50140001	4	0	100	2	110030302	1	0	20	2	80020001	4	0	10											0
47103	精英47-3 资产阶级	t_mission_name_47103	t_mission_desc_47003	2	10047	ts_chapter02	1	47000	0	46000	46030	6	5			101	4710301	4710302	4710302	4710303	4710303	0						2	50140001	4	0	100	2	30010067	1	0	20	2	80020001	1	0	10											0
47106	精英47-6 人族	t_mission_name_47106	t_mission_desc_47006	2	10047	ts_chapter02	1	47000	0	46030	46060	6	5			102	4710601	4710602	4710602	4710603	4710603	0						2	50140001	4	0	100	2	30010069	1	0	20	2	80020001	1	0	10											0
47109	精英47-9 独臂	t_mission_name_47109	t_mission_desc_47009	2	10047	ts_chapter02	1	47000	0	46060	46090	6	5			101	4710901	4710902	4710902	4710903	4710903	0						2	50140001	4	0	100	2	30010100	1	0	20	2	80020001	1	0	10											0
47110	精英47-10 天然呆	t_mission_name_47110	t_mission_desc_47010	2	10047	ts_chapter02	2	47000	0	46090	47000	6	5			102	4711001	4711002	4711002	4711003	4711003	0						2	50140001	4	0	100	2	30010209	1	0	20	2	80020001	1	0	10											0
47111	精英47-EX 数码试炼	t_mission_name_47111	t_mission_desc_47010	3	10047	ts_chapter02	2	47000	0	47000	0	24	5			102	4711101	4711102	4711102	4711103	4711103	0						2	50140001	4	0	100	2	110030303	1	0	20	2	80020001	4	0	10											0
48103	精英48-3 核磁能量	t_mission_name_48103	t_mission_desc_48003	2	10048	ts_chapter03_01	1	48000	0	47000	47030	6	5			102	4810301	4810302	4810302	4810303	4810303	0						2	50140001	4	0	100	2	30010101	1	0	20	2	80020001	1	0	10											0
48106	精英48-6 心灵创伤II	t_mission_name_48106	t_mission_desc_48006	2	10048	ts_chapter03_01	1	48000	0	47030	47060	6	5			102	4810601	4810602	4810602	4810603	4810603	0						2	50140001	4	0	100	2	30010006	1	0	20	2	80020001	1	0	10											0
48109	精英48-9 心灵创伤III	t_mission_name_48109	t_mission_desc_48009	2	10048	ts_chapter03_02	1	48000	0	47060	47090	6	5			102	4810901	4810902	4810902	4810903	4810903	0						2	50140001	4	0	100	2	30010007	1	0	20	2	80020001	1	0	10											0
48110	精英48-10 黑色的黑	t_mission_name_48110	t_mission_desc_48010	2	10048	ts_chapter03_02	2	48000	0	47090	48000	6	5			102	4811001	4811002	4811002	4811003	4811003	0						2	50140001	4	0	100	2	30010211	1	0	20	2	80020001	1	0	10											0
48111	精英48-EX 数码试炼	t_mission_name_48111	t_mission_desc_48010	3	10048	ts_chapter03_02	2	48000	0	48000	0	24	5			102	4811101	4811102	4811102	4811103	4811103	0						2	50140001	4	0	100	2	110030304	1	0	20	2	80020001	4	0	10											0
49103	精英49-3 苍破3.0	t_mission_name_49103	t_mission_desc_49003	2	10049	ts_chapter04_01	1	49000	0	48000	48030	6	5			101	4910301	4910302	4910302	4910303	4910303	0						2	50140001	4	0	100	2	30010008	1	0	20	2	80020001	1	0	10											0
49106	精英49-6 用力过猛	t_mission_name_49106	t_mission_desc_49006	2	10049	ts_chapter04_01	1	49000	0	48030	48060	6	5			102	4910601	4910602	4910602	4910603	4910603	0						2	50140001	4	0	100	2	30010024	1	0	20	2	80020001	1	0	10											0
